CODE,DESCRIPTION
G5781,OTHER SPECIFIED MONONEUROPATHIES OF RIGHT LOWER LIMB
G6189,OTHER INFLAMMATORY POLYNEUROPATHIES
G621,ALCOHOLIC POLYNEUROPATHY
G6282,RADIATION-INDUCED POLYNEUROPATHY
G629,"POLYNEUROPATHY, UNSPECIFIED"
G7001,MYASTHENIA GRAVIS WITH (ACUTE) EXACERBATION
G718,OTHER PRIMARY DISORDERS OF MUSCLES
G719,"PRIMARY DISORDER OF MUSCLE, UNSPECIFIED"
G720,DRUG-INDUCED MYOPATHY
G7289,OTHER SPECIFIED MYOPATHIES
G8102,FLACCID HEMIPLEGIA AFFECTING LEFT DOMINANT SIDE
G8191,"HEMIPLEGIA, UNSPECIFIED AFFECTING RIGHT DOMINANT SIDE"
G8384,TODD'S PARALYSIS (POSTEPILEPTIC)
G8918,OTHER ACUTE POSTPROCEDURAL PAIN
G92,TOXIC ENCEPHALOPATHY
G9331,POSTVIRAL FATIGUE SYNDROME
G968,OTHER SPECIFIED DISORDERS OF CENTRAL NERVOUS SYSTEM
G9751,POSTPROC HEMOR OF A NERVOUS SYS ORG FOL A NERVOUS SYS PROC
H0015,CHALAZION LEFT LOWER EYELID
H0200,UNSPECIFIED ENTROPION OF EYELID
H0236,"BLEPHAROCHALASIS LEFT EYE, UNSPECIFIED EYELID"
H0281,RETAINED FOREIGN BODY IN EYELID
H0282,CYSTS OF EYELID
H1043,CHRONIC FOLLICULAR CONJUNCTIVITIS
H1102,CENTRAL PTERYGIUM OF EYE
H1133,"CONJUNCTIVAL HEMORRHAGE, BILATERAL"
H1611,MACULAR KERATITIS
H1643,LOCALIZED VASCULARIZATION OF CORNEA
H1712,"CENTRAL CORNEAL OPACITY, LEFT EYE"
H1801,ANTERIOR CORNEAL PIGMENTATIONS
H1850,UNSPECIFIED HEREDITARY CORNEAL DYSTROPHIES
H1852,EPITHELIAL (JUVENILE) CORNEAL DYSTROPHY
H2121,DEGENERATION OF CHAMBER ANGLE
H2511,"AGE-RELATED NUCLEAR CATARACT, RIGHT EYE"
H2613,TOTAL TRAUMATIC CATARACT
H2702,"APHAKIA, LEFT EYE"
H3100,UNSPECIFIED CHORIORETINAL SCARS
H3142,SEROUS CHOROIDAL DETACHMENT
H318,OTHER SPECIFIED DISORDERS OF CHOROID
H3302,RETINAL DETACHMENT WITH MULTIPLE BREAKS
H3321,"SEROUS RETINAL DETACHMENT, RIGHT EYE"
H3403,"TRANSIENT RETINAL ARTERY OCCLUSION, BILATERAL"
H3410,"CENTRAL RETINAL ARTERY OCCLUSION, UNSPECIFIED EYE"
H3517,RETROLENTAL FIBROPLASIA
H3521,"OTHER NON-DIABETIC PROLIFERATIVE RETINOPATHY, RIGHT EYE"
H3550,UNSPECIFIED HEREDITARY RETINAL DYSTROPHY
H359,UNSPECIFIED RETINAL DISORDER
H4033,"GLAUCOMA SECONDARY TO EYE TRAUMA, BILATERAL"
H4381,VITREOUS DEGENERATION
H4413,SYMPATHETIC UVEITIS
H4421,"DEGENERATIVE MYOPIA, RIGHT EYE"
H4440,UNSPECIFIED HYPOTONY OF EYE
H4451,ABSOLUTE GLAUCOMA
H4901,"THIRD [OCULOMOTOR] NERVE PALSY, RIGHT EYE"
H4913,"FOURTH [TROCHLEAR] NERVE PALSY, BILATERAL"
H5001,MONOCULAR ESOTROPIA
H5042,MONOFIXATION SYNDROME
H5221,IRREGULAR ASTIGMATISM
H524,PRESBYOPIA
H527,UNSPECIFIED DISORDER OF REFRACTION
H539,UNSPECIFIED VISUAL DISTURBANCE
H540X,"BLINDNESS, BOTH EYES, DIFFERENT CATEGORY LEVELS"
H5461,"UNQUALIFIED VISUAL LOSS, RIGHT EYE, NORMAL VISION LEFT EYE"
H5589,OTHER IRREGULAR EYE MOVEMENTS
H6012,CELLULITIS OF LEFT EXTERNAL EAR
H6041,CHOLESTEATOMA OF RIGHT EXTERNAL EAR
H628X,OTH DISORDERS OF EXTERNAL EAR IN DISEASES CLASSD ELSWHR
H6501,"ACUTE SEROUS OTITIS MEDIA, RIGHT EAR"
H6503,"ACUTE SEROUS OTITIS MEDIA, BILATERAL"
H6541,CHRONIC ALLERGIC OTITIS MEDIA
H6612,"CHRONIC TUBOTYMPANIC SUPPURATIVE OTITIS MEDIA, LEFT EAR"
H7291,"UNSPECIFIED PERFORATION OF TYMPANIC MEMBRANE, RIGHT EAR"
H7322,"UNSPECIFIED MYRINGITIS, LEFT EAR"
H7403,"TYMPANOSCLEROSIS, BILATERAL"
H7442,POLYP OF LEFT MIDDLE EAR
H8020,"COCHLEAR OTOSCLEROSIS, UNSPECIFIED EAR"
H8301,"LABYRINTHITIS, RIGHT EAR"
H9109,"OTOTOXIC HEARING LOSS, UNSPECIFIED EAR"
H9113,"PRESBYCUSIS, BILATERAL"
H9121,"SUDDEN IDIOPATHIC HEARING LOSS, RIGHT EAR"
H913,"DEAF NONSPEAKING, NOT ELSEWHERE CLASSIFIED"
H918X,OTHER SPECIFIED HEARING LOSS
H9323,HYPERACUSIS
H93A3,"PULSATILE TINNITUS, BILATERAL"
H9501,"RECUR CHOLESTEATOMA OF POSTMASTOIDECTOMY CAVITY, RIGHT EAR"
I050,RHEUMATIC MITRAL STENOSIS
I119,HYPERTENSIVE HEART DISEASE WITHOUT HEART FAILURE
I158,OTHER SECONDARY HYPERTENSION
I200,UNSTABLE ANGINA
I214,NON-ST ELEVATION (NSTEMI) MYOCARDIAL INFARCTION
I248,OTHER FORMS OF ACUTE ISCHEMIC HEART DISEASE
I2511,ATHSCL HEART DISEASE OF NATIVE CORONARY ARTERY W ANG PCTRS
I256,SILENT MYOCARDIAL ISCHEMIA
I2582,CHRONIC TOTAL OCCLUSION OF CORONARY ARTERY
I2693,SINGLE SUBSEGMENTAL PULMON EMBLSM W/O ACUTE COR PULMONALE
I272,OTHER SECONDARY PULMONARY HYPERTENSION
I2720,"PULMONARY HYPERTENSION, UNSPECIFIED"
I318,OTHER SPECIFIED DISEASES OF PERICARDIUM
I3481,NONRHEUMATIC MITRAL (VALVE) ANNULUS CALCIFICATION
I421,OBSTRUCTIVE HYPERTROPHIC CARDIOMYOPATHY
I425,OTHER RESTRICTIVE CARDIOMYOPATHY
I428,OTHER CARDIOMYOPATHIES
I444,LEFT ANTERIOR FASCICULAR BLOCK
I445,LEFT POSTERIOR FASCICULAR BLOCK
I455,OTHER SPECIFIED HEART BLOCK
I4581,LONG QT SYNDROME
I469,"CARDIAC ARREST, CAUSE UNSPECIFIED"
I483,TYPICAL ATRIAL FLUTTER
I4902,VENTRICULAR FLUTTER
I491,ATRIAL PREMATURE DEPOLARIZATION
I5022,CHRONIC SYSTOLIC (CONGESTIVE) HEART FAILURE
I5043,ACUTE ON CHRONIC COMBINED SYSTOLIC AND DIASTOLIC HRT FAIL
I6000,NTRM SUBARACH HEMORRHAGE FROM UNSP CAROTID SIPHON AND BIFURC
I6010,NTRM SUBARACH HEMORRHAGE FROM UNSP MIDDLE CEREBRAL ARTERY
I6032,NTRM SUBARACH HEMOR FROM LEFT POSTERIOR COMMUNICATING ARTERY
I611,"NONTRAUMATIC INTCRBL HEMORRHAGE IN HEMISPHERE, CORTICAL"
I629,"NONTRAUMATIC INTRACRANIAL HEMORRHAGE, UNSPECIFIED"
I6509,OCCLUSION AND STENOSIS OF UNSPECIFIED VERTEBRAL ARTERY
I6523,OCCLUSION AND STENOSIS OF BILATERAL CAROTID ARTERIES
I659,OCCLUSION AND STENOSIS OF UNSPECIFIED PRECEREBRAL ARTERY
I677,"CEREBRAL ARTERITIS, NOT ELSEWHERE CLASSIFIED"
I682,CEREBRAL ARTERITIS IN OTHER DISEASES CLASSIFIED ELSEWHERE
I6929,OTHER SEQUELAE OF OTHER NONTRAUMATIC INTRACRANIAL HEMORRHAGE
I6993,MONOPLG UPR LMB FOLLOWING UNSP CEREBROVASCULAR DISEASE
I6994,MONOPLG LOW LMB FOLLOWING UNSP CEREBROVASCULAR DISEASE
I6995,HEMIPLGA FOLLOWING UNSP CEREBROVASCULAR DISEASE
I701,ATHEROSCLEROSIS OF RENAL ARTERY
I7024,ATHEROSCLEROSIS OF NATIVE ARTERIES OF LEFT LEG W ULCERATION
I7090,UNSPECIFIED ATHEROSCLEROSIS
I7091,GENERALIZED ATHEROSCLEROSIS
I7120,"THORACIC AORTIC ANEURYSM, WITHOUT RUPTURE, UNSPECIFIED"
I716,"THORACOABDOMINAL AORTIC ANEURYSM, WITHOUT RUPTURE"
I718,"AORTIC ANEURYSM OF UNSPECIFIED SITE, RUPTURED"
I776,"ARTERITIS, UNSPECIFIED"
I7776,DISSECTION OF ARTERY OF UPPER EXTREMITY
I8001,PHLEBITIS AND THOMBOPHLB OF SUPERFIC VESSELS OF R LOW EXTREM
I82B1,ACUTE EMBOLISM AND THROMBOSIS OF SUBCLAVIAN VEIN
I8302,VARICOSE VEINS OF LEFT LOWER EXTREMITY WITH ULCER
I8312,VARICOSE VEINS OF LEFT LOWER EXTREMITY WITH INFLAMMATION
I8321,VARICOSE VEINS OF R LOW EXTREM W ULC AND INFLAMMATION
I8322,VARICOSE VEINS OF L LOW EXTREM W ULC AND INFLAMMATION
I8501,ESOPHAGEAL VARICES WITH BLEEDING
I862,PELVIC VARICES
I8702,POSTTHROMBOTIC SYNDROME WITH INFLAMMATION
I8733,CHRONIC VENOUS HYPERTENSION W ULCER AND INFLAMMATION
I8739,CHRONIC VENOUS HYPERTENSION (IDIOPATHIC) W OTH COMPLICATIONS
I879,"DISORDER OF VEIN, UNSPECIFIED"
I881,"CHRONIC LYMPHADENITIS, EXCEPT MESENTERIC"
I891,LYMPHANGITIS
I951,ORTHOSTATIC HYPOTENSION
I9719,OTHER POSTPROCEDURAL CARDIAC FUNCTIONAL DISTURBANCES
I9752,ACC PNCTR & LAC OF A CIRC SYS ORG DURING OTH PROCEDURE
I9789,"OTH POSTPROC COMP AND DISORDERS OF THE CIRC SYS, NEC"
J0141,ACUTE RECURRENT PANSINUSITIS
J0181,OTHER ACUTE RECURRENT SINUSITIS
J020,STREPTOCOCCAL PHARYNGITIS
J029,"ACUTE PHARYNGITIS, UNSPECIFIED"
J0301,ACUTE RECURRENT STREPTOCOCCAL TONSILLITIS
J0510,ACUTE EPIGLOTTITIS WITHOUT OBSTRUCTION
J1081,INFLUENZA DUE TO OTH IDENT INFLUENZA VIRUS W ENCEPHALOPATHY
J180,"BRONCHOPNEUMONIA, UNSPECIFIED ORGANISM"
J181,"LOBAR PNEUMONIA, UNSPECIFIED ORGANISM"
J200,ACUTE BRONCHITIS DUE TO MYCOPLASMA PNEUMONIAE
J219,"ACUTE BRONCHIOLITIS, UNSPECIFIED"
J320,CHRONIC MAXILLARY SINUSITIS
J329,"CHRONIC SINUSITIS, UNSPECIFIED"
J3800,"PARALYSIS OF VOCAL CORDS AND LARYNX, UNSPECIFIED"
J381,POLYP OF VOCAL CORD AND LARYNX
J383,OTHER DISEASES OF VOCAL CORDS
J411,MUCOPURULENT CHRONIC BRONCHITIS
J449,"CHRONIC OBSTRUCTIVE PULMONARY DISEASE, UNSPECIFIED"
J4521,MILD INTERMITTENT ASTHMA WITH (ACUTE) EXACERBATION
J4541,MODERATE PERSISTENT ASTHMA WITH (ACUTE) EXACERBATION
J4550,"SEVERE PERSISTENT ASTHMA, UNCOMPLICATED"
J4590,UNSPECIFIED ASTHMA
J4599,OTHER ASTHMA
J684,"CHRONIC RESP COND DUE TO CHEMICALS, GASES, FUMES AND VAPORS"
J708,RESPIRATORY CONDITIONS DUE TO OTH EXTERNAL AGENTS
J869,PYOTHORAX WITHOUT FISTULA
J929,PLEURAL PLAQUE WITHOUT ASBESTOS
J9312,SECONDARY SPONTANEOUS PNEUMOTHORAX
J952,ACUTE PULMONARY INSUFFICIENCY FOLLOWING NONTHORACIC SURGERY
J9571,ACCIDENTAL PNCTR & LAC OF A RESP SYS ORG DUR RESP SYS PROC
J9819,OTHER PULMONARY COLLAPSE
K0262,DENTAL CARIES ON SMOOTH SURFACE PENETRATING INTO DENTIN
K041,NECROSIS OF PULP
K0510,"CHRONIC GINGIVITIS, PLAQUE INDUCED"
K0520,"AGGRESSIVE PERIODONTITIS, UNSPECIFIED"
K0532,"CHRONIC PERIODONTITIS, GENERALIZED"
K0601,"GINGIVAL RECESSION, LOCALIZED"
K0820,UNSPECIFIED ATROPHY OF EDENTULOUS ALVEOLAR RIDGE
K116,MUCOCELE OF SALIVARY GLAND
K118,OTHER DISEASES OF SALIVARY GLANDS
K135,ORAL SUBMUCOUS FIBROSIS
K142,MEDIAN RHOMBOID GLOSSITIS
K143,HYPERTROPHY OF TONGUE PAPILLAE
K2270,BARRETT'S ESOPHAGUS WITHOUT DYSPLASIA
K228,OTHER SPECIFIED DISEASES OF ESOPHAGUS
K274,"CHRONIC OR UNSP PEPTIC ULCER, SITE UNSP, WITH HEMORRHAGE"
K2990,"GASTRODUODENITIS, UNSPECIFIED, WITHOUT BLEEDING"
K314,GASTRIC DIVERTICULUM
K3520,"ACUTE APPENDICITIS WITH GEN PERITONITIS, WITHOUT ABSCESS"
K3533,"AC APPENDICITIS WITH PERF, LOC PERITONITIS, AND GANGR, WBSCS"
K389,"DISEASE OF APPENDIX, UNSPECIFIED"
K4000,"BI INGUINAL HERNIA, W OBST, W/O GANGRENE, NOT SPCF AS RECUR"
K4130,"UNIL FEMORAL HERNIA, W OBST, W/O GANGRENE, NOT SPCF AS RECUR"
K439,VENTRAL HERNIA WITHOUT OBSTRUCTION OR GANGRENE
K458,OTH ABDOMINAL HERNIA WITHOUT OBSTRUCTION OR GANGRENE
K460,"UNSP ABDOMINAL HERNIA WITH OBSTRUCTION, WITHOUT GANGRENE"
K5101,ULCERATIVE (CHRONIC) PANCOLITIS WITH COMPLICATIONS
K5221,FOOD PROTEIN-INDUCED ENTEROCOLITIS SYNDROME
K5504,ACUTE INFARCTION OF LARGE INTESTINE
K5649,OTHER IMPACTION OF INTESTINE
K5711,DVRTCLOS OF SM INT W/O PERFORATION OR ABSCESS W BLEEDING
K5730,DVRTCLOS OF LG INT W/O PERFORATION OR ABSCESS W/O BLEEDING
K5752,DVTRCLI OF BOTH SMALL AND LG INT W/O PERF OR ABSCS W/O BLEED
K590,CONSTIPATION
K5909,OTHER CONSTIPATION
K613,ISCHIORECTAL ABSCESS
K6139,OTHER ISCHIORECTAL ABSCESS
K633,ULCER OF INTESTINE
K641,SECOND DEGREE HEMORRHOIDS
K654,SCLEROSING MESENTERITIS
K7040,ALCOHOLIC HEPATIC FAILURE WITHOUT COMA
K8001,CALCULUS OF GALLBLADDER W ACUTE CHOLECYSTITIS W OBSTRUCTION
K8013,CALCULUS OF GB W ACUTE AND CHRONIC CHOLECYST W OBSTRUCTION
K8046,CALCULUS OF BILE DUCT W ACUTE AND CHRONIC CHOLECYST W/O OBST
K8066,CALCULUS OF GB AND BILE DUCT W AC AND CHR CHOLECYST W/O OBST
K838,OTHER SPECIFIED DISEASES OF BILIARY TRACT
K9089,OTHER INTESTINAL MALABSORPTION
K909,"INTESTINAL MALABSORPTION, UNSPECIFIED"
K9289,OTHER SPECIFIED DISEASES OF THE DIGESTIVE SYSTEM
L0243,CARBUNCLE OF LIMB
L0321,CELLULITIS AND ACUTE LYMPHANGITIS OF FACE
L048,ACUTE LYMPHADENITIS OF OTHER SITES
L0502,PILONIDAL SINUS WITH ABSCESS
L139,"BULLOUS DISORDER, UNSPECIFIED"
L233,ALLERGIC CONTACT DERMATITIS DUE TO DRUGS IN CONTACT W SKIN
L234,ALLERGIC CONTACT DERMATITIS DUE TO DYES
L240,IRRITANT CONTACT DERMATITIS DUE TO DETERGENTS
L26,EXFOLIATIVE DERMATITIS
L270,GEN SKIN ERUPTION DUE TO DRUGS AND MEDS TAKEN INTERNALLY
L271,LOC SKIN ERUPTION DUE TO DRUGS AND MEDS TAKEN INTERNALLY
L281,PRURIGO NODULARIS
L302,CUTANEOUS AUTOSENSITIZATION
L309,"DERMATITIS, UNSPECIFIED"
L408,OTHER PSORIASIS
L439,"LICHEN PLANUS, UNSPECIFIED"
L440,PITYRIASIS RUBRA PILARIS
L510,NONBULLOUS ERYTHEMA MULTIFORME
L631,ALOPECIA UNIVERSALIS
L682,LOCALIZED HYPERTRICHOSIS
L711,RHINOPHYMA
L743,"MILIARIA, UNSPECIFIED"
L7612,"ACCIDENTAL PNCTR & LAC OF SKIN, SUBCU DURING OTH PROCEDURE"
L83,ACANTHOSIS NIGRICANS
L86,KERATODERMA IN DISEASES CLASSIFIED ELSEWHERE
L8930,PRESSURE ULCER OF UNSPECIFIED BUTTOCK
L931,SUBACUTE CUTANEOUS LUPUS ERYTHEMATOSUS
L940,LOCALIZED SCLERODERMA [MORPHEA]
L942,CALCINOSIS CUTIS
L949,"LOCALIZED CONNECTIVE TISSUE DISORDER, UNSPECIFIED"
L9742,NON-PRESSURE CHRONIC ULCER OF LEFT HEEL AND MIDFOOT
L9780,NON-PRESSURE CHRONIC ULCER OF OTHER PART OF UNSP LOWER LEG
L9849,NON-PRESSURE CHRONIC ULCER OF SKIN OF OTHER SITES
M0001,"STAPHYLOCOCCAL ARTHRITIS, SHOULDER"
M0017,"PNEUMOCOCCAL ARTHRITIS, ANKLE AND FOOT"
M0026,"OTHER STREPTOCOCCAL ARTHRITIS, KNEE"
M01X0,DIR INFCT OF UNSP JOINT IN INFEC/PARASTC DIS CLASSD ELSWHR
M0209,"ARTHROPATHY FOLLOWING INTESTINAL BYPASS, MULTIPLE SITES"
M0569,RHEU ARTHRITIS MULT SITE W INVOLV OF ORGANS AND SYSTEMS
M0574,RHEU ARTHRITIS W RHEU FACTOR OF HAND W/O ORG/SYS INVOLV
M0576,RHEU ARTHRITIS W RHEU FACTOR OF KNEE W/O ORG/SYS INVOLV
M057A,RHEU ARTHRIT WITH RHEU FACTOR OF OTH SITE W/O ORG/SYS INVL
M0600,"RHEUMATOID ARTHRITIS WITHOUT RHEUMATOID FACTOR, UNSP SITE"
M0608,"RHEUMATOID ARTHRITIS WITHOUT RHEUMATOID FACTOR, VERTEBRAE"
M0627,"RHEUMATOID BURSITIS, ANKLE AND FOOT"
M0820,"JUVENILE RHEUMATOID ARTHRITIS WITH SYSTEMIC ONSET, UNSP SITE"
M0840,"PAUCIARTICULAR JUVENILE RHEUMATOID ARTHRITIS, UNSP SITE"
M109,"GOUT, UNSPECIFIED"
M1116,"FAMILIAL CHONDROCALCINOSIS, KNEE"
M1238,"PALINDROMIC RHEUMATISM, OTHER SPECIFIED SITE"
M1612,"UNILATERAL PRIMARY OSTEOARTHRITIS, LEFT HIP"
M169,"OSTEOARTHRITIS OF HIP, UNSPECIFIED"
M1731,"UNILATERAL POST-TRAUMATIC OSTEOARTHRITIS, RIGHT KNEE"
M1812,"UNIL PRIMARY OSTEOARTH OF FIRST CARPOMETACARP JOINT, L HAND"
M1902,"PRIMARY OSTEOARTHRITIS, ELBOW"
M1911,"POST-TRAUMATIC OSTEOARTHRITIS, SHOULDER"
M1924,"SECONDARY OSTEOARTHRITIS, HAND"
M2000,UNSPECIFIED DEFORMITY OF FINGER(S)
M2001,MALLET FINGER
M2012,"HALLUX VALGUS (ACQUIRED), LEFT FOOT"
M2100,"VALGUS DEFORMITY, NOT ELSEWHERE CLASSIFIED, UNSPECIFIED SITE"
M2106,"VALGUS DEFORMITY, NOT ELSEWHERE CLASSIFIED, KNEE"
M2116,"VARUS DEFORMITY, NOT ELSEWHERE CLASSIFIED, KNEE"
M2176,"UNEQUAL LIMB LENGTH (ACQUIRED), TIBIA AND FIBULA"
M2196,UNSPECIFIED ACQUIRED DEFORMITY OF LOWER LEG
M2240,"CHONDROMALACIA PATELLAE, UNSPECIFIED KNEE"
M2400,LOOSE BODY IN UNSPECIFIED JOINT
M2413,"OTHER ARTICULAR CARTILAGE DISORDERS, WRIST"
M2446,"RECURRENT DISLOCATION, KNEE"
M2456,"CONTRACTURE, KNEE"
M2459,"CONTRACTURE, OTHER SPECIFIED JOINT"
M247,PROTRUSIO ACETABULI
M2515,"FISTULA, HIP"
M2521,"FLAIL JOINT, SHOULDER"
M2540,"EFFUSION, UNSPECIFIED JOINT"
M2575,"OSTEOPHYTE, HIP"
M2582,"OTHER SPECIFIED JOINT DISORDERS, ELBOW"
M2586,"OTHER SPECIFIED JOINT DISORDERS, KNEE"
M2612,OTHER JAW ASYMMETRY
M2629,OTHER ANOMALIES OF DENTAL ARCH RELATIONSHIP
M264,"MALOCCLUSION, UNSPECIFIED"
M2664,ARTHRITIS OF TEMPOROMANDIBULAR JOINT
M2689,OTHER DENTOFACIAL ANOMALIES
M3131,WEGENER'S GRANULOMATOSIS WITH RENAL INVOLVEMENT
M318,OTHER SPECIFIED NECROTIZING VASCULOPATHIES
M320,DRUG-INDUCED SYSTEMIC LUPUS ERYTHEMATOSUS
M328,OTHER FORMS OF SYSTEMIC LUPUS ERYTHEMATOSUS
M3500,"SJOGREN SYNDROME, UNSPECIFIED"
M3509,SJOGREN SYNDROME WITH OTHER ORGAN INVOLVEMENT
M352,BEHCET'S DISEASE
M4047,"POSTURAL LORDOSIS, LUMBOSACRAL REGION"
M4156,"OTHER SECONDARY SCOLIOSIS, LUMBAR REGION"
M4301,"SPONDYLOLYSIS, OCCIPITO-ATLANTO-AXIAL REGION"
M4309,"SPONDYLOLYSIS, MULTIPLE SITES IN SPINE"
M4321,"FUSION OF SPINE, OCCIPITO-ATLANTO-AXIAL REGION"
M4323,"FUSION OF SPINE, CERVICOTHORACIC REGION"
M45,ANKYLOSING SPONDYLITIS
M4604,"SPINAL ENTHESOPATHY, THORACIC REGION"
M4608,"SPINAL ENTHESOPATHY, SACRAL AND SACROCOCCYGEAL REGION"
M4643,"DISCITIS, UNSPECIFIED, CERVICOTHORACIC REGION"
M4691,"UNSP INFLAMMATORY SPONDYLOPATHY, OCCIPT-ATLAN-AX REGION"
M4716,"OTHER SPONDYLOSIS WITH MYELOPATHY, LUMBAR REGION"
M4802,"SPINAL STENOSIS, CERVICAL REGION"
M4810,"ANKYLOSING HYPEROSTOSIS [FORESTIER], SITE UNSPECIFIED"
M4856,"COLLAPSED VERTEBRA, NOT ELSEWHERE CLASSIFIED, LUMBAR REGION"
M5001,"CERVICAL DISC DISORDER WITH MYELOPATHY, HIGH CERVICAL REGION"
M5114,"INTVRT DISC DISORDERS W RADICULOPATHY, THORACIC REGION"
M5146,"SCHMORL'S NODES, LUMBAR REGION"
M531,CERVICOBRACHIAL SYNDROME
M533,"SACROCOCCYGEAL DISORDERS, NOT ELSEWHERE CLASSIFIED"
M539,"DORSOPATHY, UNSPECIFIED"
M6210,"OTHER RUPTURE OF MUSCLE (NONTRAUMATIC), UNSPECIFIED SITE"
M6218,"OTHER RUPTURE OF MUSCLE (NONTRAUMATIC), OTHER SITE"
M6284,SARCOPENIA
M6528,"CALCIFIC TENDINITIS, OTHER SITE"
M6685,"SPONTANEOUS RUPTURE OF OTHER TENDONS, THIGH"
M6789,"OTH DISRD OF SYNOVIUM AND TENDON, MULTIPLE SITES"
M7012,"BURSITIS, LEFT HAND"
M7096,UNSP SOFT TISSUE DISORDER RELATED TO USE/PRESSURE LOWER LEG
M7100,"ABSCESS OF BURSA, UNSPECIFIED SITE"
M7130,"OTHER BURSAL CYST, UNSPECIFIED SITE"
M7139,"OTHER BURSAL CYST, MULTIPLE SITES"
M7155,"OTHER BURSITIS, NOT ELSEWHERE CLASSIFIED, HIP"
M7512,COMPLETE ROTATR-CUFF TEAR/RUPTR NOT SPECIFIED AS TRAUMATIC
M7592,"SHOULDER LESION, UNSPECIFIED, LEFT SHOULDER"
M7752,OTHER ENTHESOPATHY OF LEFT FOOT AND ANKLE
M7918,"MYALGIA, OTHER SITE"
M792,"NEURALGIA AND NEURITIS, UNSPECIFIED"
M7965,PAIN IN THIGH
M799,"SOFT TISSUE DISORDER, UNSPECIFIED"
M8080,"OTH OSTEOPOROSIS W CURRENT PATHOLOGICAL FRACTURE, UNSP SITE"
M839,"ADULT OSTEOMALACIA, UNSPECIFIED"
M8487,"OTHER DISORDERS OF CONTINUITY OF BONE, ANKLE AND FOOT"
M8508,"FIBROUS DYSPLASIA (MONOSTOTIC), OTHER SITE"
M8580,"OTH DISRD OF BONE DENSITY AND STRUCTURE, UNSPECIFIED SITE"
M8588,"OTH DISRD OF BONE DENSITY AND STRUCTURE, OTHER SITE"
M8628,"SUBACUTE OSTEOMYELITIS, OTHER SITE"
M8645,"CHRONIC OSTEOMYELITIS WITH DRAINING SINUS, FEMUR"
M8660,"OTHER CHRONIC OSTEOMYELITIS, UNSPECIFIED SITE"
M869,"OSTEOMYELITIS, UNSPECIFIED"
M8710,"OSTEONECROSIS DUE TO DRUGS, UNSPECIFIED BONE"
M8948,"OTHER HYPERTROPHIC OSTEOARTHROPATHY, OTHER SITE"
M9320,OSTEOCHONDRITIS DISSECANS OF UNSPECIFIED SITE
M9327,OSTEOCHONDRITIS DISSECANS OF ANKLE AND JOINTS OF FOOT
M950,ACQUIRED DEFORMITY OF NOSE
M958,OTH ACQUIRED DEFORMITIES OF MUSCULOSKELETAL SYSTEM
M963,POSTLAMINECTOMY KYPHOSIS
M9923,SUBLUXATION STENOSIS OF NEURAL CANAL OF LUMBAR REGION
M9983,OTHER BIOMECHANICAL LESIONS OF LUMBAR REGION
N022,RECURRENT AND PERST HEMATUR W DIFFUSE MEMBRANOUS GLOMRLNEPH
N041,NEPHROTIC SYNDROME W FOCAL AND SEGMENTAL GLOMERULAR LESIONS
N050,UNSP NEPHRITIC SYNDROME WITH MINOR GLOMERULAR ABNORMALITY
N052,UNSP NEPHRITIC SYNDROME W DIFFUSE MEMBRANOUS GLOMRLNEPH
N057,UNSP NEPHRITIC SYNDROME W DIFFUSE CRESCENTIC GLOMRLNEPH
N08,GLOMERULAR DISORDERS IN DISEASES CLASSIFIED ELSEWHERE
N130,HYDRONEPHROSIS WITH URETEROPELVIC JUNCTION OBSTRUCTION
N1411,CONTRAST-INDUCED NEPHROPATHY
N158,OTHER SPECIFIED RENAL TUBULO-INTERSTITIAL DISEASES
N189,"CHRONIC KIDNEY DISEASE, UNSPECIFIED"
N211,CALCULUS IN URETHRA
N251,NEPHROGENIC DIABETES INSIPIDUS
N262,PAGE KIDNEY
N3010,INTERSTITIAL CYSTITIS (CHRONIC) WITHOUT HEMATURIA
N3642,INTRINSIC SPHINCTER DEFICIENCY (ISD)
N3943,POST-VOID DRIBBLING
N410,ACUTE PROSTATITIS
N413,PROSTATOCYSTITIS
N419,"INFLAMMATORY DISEASE OF PROSTATE, UNSPECIFIED"
N451,EPIDIDYMITIS
N452,ORCHITIS
N4611,ORGANIC OLIGOSPERMIA
N477,OTHER INFLAMMATORY DISEASES OF PREPUCE
N4883,ACQUIRED BURIED PENIS
N491,"INFLAM DISORDERS OF SPERM CORD, TUNICA VAGINALIS AND VAS DEF"
N503,CYST OF EPIDIDYMIS
N6489,OTHER SPECIFIED DISORDERS OF BREAST
N7091,"SALPINGITIS, UNSPECIFIED"
N730,ACUTE PARAMETRITIS AND PELVIC CELLULITIS
N731,CHRONIC PARAMETRITIS AND PELVIC CELLULITIS
N750,CYST OF BARTHOLIN'S GLAND
N8000,"ENDOMETRIOSIS OF THE UTERUS, UNSPECIFIED"
N8110,"CYSTOCELE, UNSPECIFIED"
N814,"UTEROVAGINAL PROLAPSE, UNSPECIFIED"
N8181,PERINEOCELE
N823,FISTULA OF VAGINA TO LARGE INTESTINE
N824,OTHER FEMALE INTESTINAL-GENITAL TRACT FISTULAE
N849,"POLYP OF FEMALE GENITAL TRACT, UNSPECIFIED"
N883,INCOMPETENCE OF CERVIX UTERI
N894,LEUKOPLAKIA OF VAGINA
N895,STRICTURE AND ATRESIA OF VAGINA
